itemID,title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Film_Noir,Horror,Musical,Mystery,Romance,Sci_Fi,Thriller,War,Western,No_Genre,avg_rating,rating
1070,"Living in Oblivion (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7407,4
1071,"Party Girl (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8750,2
1074,"Reality Bites (1994)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.9610,3
1082,"Female Perversions (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6250,3
1084,"Anne Frank Remembered (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8571,3
1085,"Carried Away (1996)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0000,2
1090,"Sliver (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4054,3
1097,"Hate (Haine, La) (1995)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5000,3
1098,"Flirting With Disaster (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6905,3
1100,"What Happened Was... (1994)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.6250,3
1101,"Six Degrees of Separation (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7703,2
1103,"Trust (1990)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.7895,3
1106,"Newton Boys, The (1998)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0000,2
1107,"Beyond Rangoon (1995)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0556,4
1108,"Feast of July (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4000,3
1111,"Double Happiness (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4286,3
1112,"Cobb (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8000,2
1113,"Mrs. Parker and the Vicious Circle (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2727,3
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3.7619,3
1128,"Heidi Fleiss: Hollywood Madam (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6923,3
1131,"Safe (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0000,5
1134,"Get on the Bus (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3158,3
1135,"Doors, The (1991)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9783,3
1136,"Ghosts of Mississippi (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4828,2
1137,"Beautiful Thing (1996)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.9655,3
1140,"Road to Wellville, The (1994)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2941,3
1141,"War Room, The (1993)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3333,3
1142,"When We Were Kings (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0455,2
1147,"My Family (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6667,3
1149,"Walkabout (1971)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8462,3
1153,"Backbeat (1993)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.4737,3
1160,"Love! Valour! Compassion! (1997)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6154,3
1161,"Palookaville (1996)",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9231,3
1166,"Love & Human Remains (1993)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1667,3
1167,"Sum of Us, The (1994)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5455,3
1169,"Fresh (1994)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4.1000,3
1170,"Spanking the Monkey (1994)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0741,3
1173,"Bliss (1997)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.5714,2
1174,"Caught (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.2500,3
1176,"Welcome to Sarajevo (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.3636,4
1186,"Inkwell, The (1994)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3333,3
1193,"Before the Rain (Pred dozhdot) (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.8000,3
1194,"Once Were Warriors (1994)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0645,5
1195,"Strawberry and Chocolate (Fresa y chocolate) (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2727,3
1196,"Savage Nights (Nuits fauves, Les) (1992)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0000,3
1197,"Family Thing, A (1996)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5556,3
1208,"Kiss of Death (1995)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.8500,3
1211,"Blue Sky (1994)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4167,4
1213,"Guilty as Sin (1993)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1667,2
1214,"In the Realm of the Senses (Ai no corrida) (1976)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0000,2
1221,"When a Man Loves a Woman (1994)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4872,3
1223,"King of the Hill (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5000,3
1232,"Madonna: Truth or Dare (1991)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.4706,3
1245,"Gridlock'd (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2105,3
1248,"Blink (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0000,3
1256,"Designated Mourner, The (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0000,3
1257,"Designated Mourner, The (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7500,3
1262,"Walking and Talking (1996)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6250,3
1265,"Star Maps (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0526,3
1266,"Bread and Chocolate (Pane e cioccolata) (1973)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1667,3
1267,"Clockers (1995)",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3.0000,2
1268,"Bitter Moon (1992)",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3.3000,3
1273,"Color of Night (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.7333,2
1278,"Selena (1997)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.6250,2
1284,"Before and After (1996)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.8462,2
1288,"Denise Calls Up (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0000,3
1311,"Waiting to Exhale (1995)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.5000,3
1368,"Mina Tannenbaum (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6667,5
1370,"I Can't Sleep (J'ai pas sommeil) (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.6667,3
1375,"Cement Garden, The (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6000,3
1379,"Love and Other Catastrophes (1996)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8571,3
1380,"Hollow Reed (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3333,4
1388,"Gabbeh (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3333,3
1406,"When Night Is Falling (1995)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4000,3
1407,"Specialist, The (1994)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.2500,2
1418,"Joy Luck Club, The (1993)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6667,4
1421,"My Crazy Life (Mi vida loca) (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1818,3
1426,"Grace of My Heart (1996)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2500,2
1436,"Mr. Jones (1993)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.5000,2
1445,"Ladybird Ladybird (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7500,3
1448,"My Favorite Season (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6667,3
1462,"Thieves (Voleurs, Les) (1996)",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.7143,3
1465,"Last Summer in the Hamptons (1995)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3333,2
1466,"Margaret's Museum (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0000,3
1473,"Little Princess, The (1939)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5556,3
1475,"Bhaji on the Beach (1993)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8750,3
1479,"Reckless (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7500,2
1501,"Prisoner of the Mountains (Kavkazsky plennik) (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0000,3
1514,"Dream With the Fishes (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1429,2
1516,"Wedding Gift, The (1994)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.0000,3
1529,"Underground (1995)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.8000,2
1535,"Enfer, L' (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0000,3
1554,"Safe Passage (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0000,2
1585,"American Dream (1990)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5000,4
1600,"Guantanamera (1994)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7500,3
1628,"Lamerica (1994)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7500,2
1629,"Nico Icon (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0000,3
1632,"Land and Freedom (Tierra y libertad) (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0000,3
1638,"Normal Life (1996)",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0000,3
1643,"Angel Baby (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7500,5
1646,"Men with Guns (1997)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5000,3
1649,"Big One, The (1997)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0000,3
1651,"Spanish Prisoner, The (1997)",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4.0000,4
