itemID,X846,X311,X94,X276,X222,X450,X59,X7,X378,X712,X864,X293,X618,X303,X308,X682,X429,X95,X194,X796,user_405_rating
5,0,3,0,3,0,0,0,0,3,0,4,3,0,2,4,3,0,0,0,4,4
703,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,3,0,3,2,3,0,0,3,0,0,4,0,0,1,0,0,0,2,0,4,1
1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,4,0,4,4,3,0,0,4,3,0,4,3,0,0,0,4,3,0,0,4,1
592,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,2,0,3,0,3,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,1
642,5,4,4,0,3,4,5,3,0,0,3,3,0,0,5,0,4,0,2,0,1
313,0,0,4,5,4,5,5,0,5,0,0,4,4,0,3,0,0,0,0,4,4
204,3,5,4,5,5,4,5,5,4,4,5,3,3,4,4,3,4,5,4,5,5
1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
951,0,3,3,3,0,4,3,0,3,0,3,0,0,0,0,0,0,0,3,0,1
712,0,0,0,0,3,3,0,0,0,0,0,2,0,0,4,0,0,2,3,0,1
1228,0,0,0,1,0,0,0,0,0,0,3,1,0,2,0,1,3,3,0,4,1
238,5,4,5,5,5,5,5,5,3,3,5,4,1,4,5,3,5,5,5,3,5
62,0,3,3,2,4,0,0,3,4,0,4,1,2,2,0,3,3,4,2,4,1
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1031,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
783,0,3,2,1,2,3,0,0,0,3,0,0,0,2,0,2,0,0,2,4,2
98,4,5,4,5,4,4,5,4,5,0,5,4,5,5,3,4,4,4,4,5,4
761,0,3,0,0,0,4,0,0,0,0,0,2,0,0,0,4,2,0,0,3,1
724,0,4,0,0,3,5,5,0,3,3,0,3,3,0,0,4,0,0,0,2,1
366,0,5,3,3,4,3,0,0,0,5,0,2,0,3,0,4,3,4,2,0,3
8,4,4,5,4,1,0,0,5,4,0,5,3,3,5,5,3,3,5,3,5,4
89,5,5,3,5,5,5,5,5,4,0,0,5,0,0,5,4,4,3,3,5,1
954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
808,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,4,3,0,2,0,1
728,4,0,2,2,0,3,0,0,3,4,0,0,0,0,0,3,0,3,0,3,4
58,4,3,5,4,3,3,4,0,4,0,5,0,0,0,3,3,4,3,4,3,1
404,4,3,4,4,0,0,3,5,4,3,4,4,5,4,3,0,4,5,3,0,4
11,5,0,5,5,5,5,5,3,3,0,5,3,4,4,5,4,4,0,0,0,4
45,0,0,5,0,0,0,5,0,0,0,0,5,0,0,4,0,3,0,0,3,1
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1036,0,0,0,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,4,1
1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,1
171,0,0,0,4,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,1
427,4,0,0,5,0,5,5,5,0,0,0,4,5,4,4,4,5,0,4,4,5
39,3,4,3,3,0,4,4,5,0,0,0,3,0,0,0,4,3,0,0,3,1
704,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
593,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1421,0,0,0,0,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1
1179,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,4,5,0,0,0,4,0,4,0,2,4,0,0,0,4,0,4,5,3,3,3
47,5,2,5,4,0,3,5,5,4,0,5,3,0,5,4,1,4,0,0,0,5
1055,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3
202,5,4,2,4,4,4,4,3,3,4,5,3,2,5,4,4,4,4,3,4,4
46,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
433,4,3,4,4,4,3,5,5,4,3,3,3,2,4,5,3,3,4,3,2,4
203,5,5,5,4,0,4,4,5,4,0,5,3,3,5,5,0,5,3,3,3,1
80,4,0,2,3,2,3,0,4,0,0,0,0,0,4,0,1,3,0,0,0,1
695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
770,5,0,0,4,3,0,4,0,0,0,3,3,2,0,4,0,0,0,4,0,1
234,5,4,5,5,2,3,5,5,4,2,4,5,4,5,3,3,4,2,3,2,5
1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,2,4,3,3,4,0,0,4,2,3,0,0,0,0,3,3,2,0,0,0,1
663,4,0,0,0,0,4,4,5,3,0,4,3,0,0,5,0,4,0,4,0,2
1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
622,4,3,3,0,0,5,4,4,0,4,0,0,0,0,0,0,0,4,0,0,1
955,3,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1
465,0,4,5,0,2,4,2,4,3,4,3,0,0,0,0,3,0,3,3,0,1
860,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
721,4,0,2,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1
480,5,4,0,0,0,4,5,4,0,0,0,5,0,4,4,0,4,0,0,4,4
699,3,4,0,0,0,4,4,0,4,5,0,0,3,0,4,3,0,2,0,4,2
462,0,0,0,4,0,4,5,0,0,3,0,4,2,3,0,0,4,4,0,0,2
757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1042,0,3,0,1,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,1
42,5,0,4,4,0,0,5,0,4,1,0,0,0,5,4,5,5,0,0,0,1
200,4,4,4,5,3,3,5,5,3,0,4,4,5,4,5,0,3,2,0,5,2
1250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,4,2,5,4,4,0,5,0,0,0,3,3,0,5,4,3,4,4,3,3,3
448,5,5,5,4,3,4,4,3,0,0,0,0,0,0,3,0,3,3,0,4,4
510,4,4,5,0,0,4,4,5,0,2,0,3,0,0,3,0,4,4,4,3,1
1274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
732,4,4,3,4,4,3,3,0,4,5,4,3,0,0,4,3,4,0,3,5,5
576,4,3,2,3,3,0,0,5,3,0,0,0,4,3,0,4,0,0,2,3,1
185,5,2,5,4,4,5,5,5,0,0,0,5,5,5,4,4,4,3,4,4,4
226,4,4,2,4,3,4,4,5,3,0,3,1,0,4,3,3,3,4,3,3,2
1224,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
787,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,3
447,0,0,4,4,0,0,5,5,4,0,0,4,0,0,4,2,0,2,0,3,4
142,3,0,3,3,2,5,1,3,0,4,0,0,0,0,0,0,0,4,0,0,1
1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1439,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
445,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4
672,4,0,0,3,1,0,5,1,0,0,2,0,0,0,0,2,2,0,0,3,1
603,5,0,4,5,0,5,5,4,0,0,4,5,0,5,5,0,4,0,0,4,3
446,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
540,2,0,0,1,3,0,0,3,0,0,0,0,0,1,0,2,3,0,1,2,1
207,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,4,5,0,0,1
780,4,0,3,3,3,0,0,0,2,0,2,3,0,5,0,3,3,0,2,0,3
707,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,3,0,3,1
170,0,5,5,0,0,5,4,0,0,0,0,0,0,5,3,0,5,5,0,0,1
1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,4,5,4,5,4,5,5,5,4,3,5,3,5,4,5,5,4,5,3,4,5
414,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,3,1
1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
